ST04Q01,EC03Q07,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,"No, never",1224.0,649.0,1729.0,1591.0,1465.0,458.0,604.0,1041.0,712.0,543.0,576.0,5657.0,276.0,315.0,694.0,1140.0,428.0,640.0,846.0,672.0,749.0,632.0
Female,Yes,5428.0,1624.0,2351.0,9041.0,1156.0,1978.0,2937.0,3142.0,1369.0,1913.0,1907.0,9244.0,2060.0,1861.0,1764.0,1407.0,1650.0,2115.0,1399.0,2018.0,1385.0,1953.0
Male,"No, never",1643.0,747.0,1927.0,2366.0,1521.0,641.0,768.0,1462.0,1027.0,761.0,770.0,6685.0,671.0,563.0,882.0,1424.0,637.0,926.0,916.0,836.0,890.0,982.0
Male,Yes,5199.0,1510.0,2038.0,7821.0,998.0,1801.0,2628.0,2673.0,1342.0,1442.0,1559.0,8552.0,2004.0,1517.0,1647.0,1246.0,1415.0,1805.0,1260.0,1880.0,1422.0,1989.0
