ST04Q01,ST23Q02,Belgium,Denmark,Finland,Hong Kong-China,Italy,Korea,Portugal,Serbia,Slovak Republic,Slovenia
Female,Agree,357.0,450.0,223.0,146.0,477.0,13.0,175.0,339.0,401.0,146.0
Female,Disagree,42.0,75.0,53.0,58.0,62.0,5.0,27.0,18.0,33.0,15.0
Female,Strongly agree,350.0,408.0,411.0,49.0,558.0,7.0,164.0,496.0,457.0,194.0
Female,Strongly disagree,20.0,19.0,44.0,6.0,33.0,2.0,18.0,5.0,5.0,6.0
Male,Agree,346.0,399.0,267.0,149.0,503.0,22.0,150.0,360.0,542.0,183.0
Male,Disagree,53.0,83.0,70.0,50.0,110.0,13.0,19.0,34.0,64.0,29.0
Male,Strongly agree,369.0,398.0,327.0,79.0,600.0,26.0,185.0,570.0,686.0,226.0
Male,Strongly disagree,34.0,25.0,37.0,11.0,54.0,12.0,19.0,13.0,18.0,10.0
