ST04Q01,IC01Q01,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,No,1199.0,229.0,371.0,899.0,563.0,251.0,906.0,242.0,334.0,902.0,473.0,1168.0,225.0,688.0,145.0,226.0,505.0,554.0,151.0,2263.0,1054.0,608.0,517.0,427.0,7.0,199.0,9058.0,81.0,380.0,742.0,121.0,301.0,178.0,399.0,241.0,693.0,390.0,255.0,2042.0,497.0,506.0,1023.0,605.0
Female,"Yes, and I use it",4058.0,1868.0,3258.0,1856.0,1595.0,2685.0,1119.0,1982.0,1802.0,1107.0,1415.0,2056.0,1592.0,1527.0,1829.0,1973.0,599.0,1483.0,1775.0,10730.0,1292.0,2613.0,1671.0,1472.0,117.0,2152.0,6161.0,1842.0,1340.0,570.0,692.0,1740.0,2532.0,2016.0,1854.0,1419.0,1511.0,2063.0,8289.0,918.0,4464.0,1149.0,1612.0
Female,"Yes, but I don’t use it",1585.0,204.0,339.0,595.0,475.0,159.0,239.0,239.0,451.0,1417.0,487.0,1041.0,218.0,304.0,110.0,245.0,513.0,464.0,246.0,1618.0,444.0,290.0,140.0,249.0,11.0,231.0,1718.0,150.0,351.0,881.0,38.0,324.0,84.0,143.0,195.0,617.0,268.0,333.0,1932.0,813.0,516.0,151.0,281.0
Male,No,1015.0,109.0,229.0,686.0,479.0,217.0,642.0,142.0,197.0,592.0,232.0,669.0,96.0,449.0,131.0,125.0,320.0,505.0,113.0,1952.0,1074.0,419.0,582.0,239.0,5.0,167.0,7513.0,68.0,308.0,516.0,79.0,152.0,163.0,273.0,159.0,598.0,253.0,196.0,1740.0,234.0,356.0,825.0,385.0
Male,"Yes, and I use it",4761.0,2123.0,3357.0,2062.0,1710.0,2610.0,1133.0,2213.0,2058.0,1788.0,1830.0,2925.0,1796.0,1779.0,2119.0,1949.0,1003.0,1539.0,1734.0,11698.0,1425.0,2449.0,1948.0,1680.0,144.0,2399.0,6607.0,1993.0,1474.0,1140.0,748.0,1883.0,2501.0,2157.0,1959.0,1728.0,1891.0,2607.0,8984.0,1597.0,4737.0,1421.0,1621.0
Male,"Yes, but I don’t use it",1290.0,92.0,241.0,440.0,338.0,87.0,154.0,142.0,273.0,892.0,248.0,624.0,113.0,233.0,119.0,117.0,298.0,341.0,133.0,1249.0,473.0,276.0,144.0,134.0,5.0,134.0,1483.0,110.0,256.0,605.0,51.0,147.0,105.0,117.0,114.0,424.0,198.0,284.0,1428.0,347.0,405.0,155.0,149.0
