ST04Q01,EC04Q06B,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,1,1456.0,561.0,760.0,2991.0,234.0,1137.0,897.0,1027.0,317.0,690.0,437.0,4158.0,642.0,1175.0,762.0,612.0,539.0,1006.0,719.0,526.0,581.0,1207.0
Female,2,5350.0,1768.0,3421.0,7793.0,2401.0,1341.0,2826.0,3310.0,1774.0,1818.0,2103.0,11026.0,1698.0,1005.0,1812.0,1984.0,1579.0,1774.0,1597.0,2220.0,1619.0,1465.0
Male,1,1790.0,686.0,859.0,3314.0,283.0,1174.0,974.0,1157.0,324.0,745.0,462.0,4719.0,807.0,1142.0,954.0,672.0,607.0,1078.0,836.0,690.0,756.0,1494.0
Male,2,5287.0,1674.0,3267.0,7098.0,2255.0,1342.0,2631.0,3199.0,2055.0,1517.0,1989.0,11023.0,1882.0,962.0,1713.0,2052.0,1518.0,1701.0,1419.0,2092.0,1648.0,1675.0
