ST04Q01,ST62Q19,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,Heard of it a few times,164.0,256.0,320.0,262.0,439.0,1069.0,255.0,571.0,306.0,93.0,283.0,523.0,25.0,228.0,319.0,397.0,99.0,228.0,419.0,53.0,56.0,111.0,121.0,230.0,279.0,113.0,260.0,226.0,213.0,1384.0,49.0,63.0,249.0,227.0,177.0,12.0,235.0,229.0,339.0,331.0,28.0,1795.0,252.0,185.0,85.0,37.0,322.0,182.0,107.0,374.0,166.0,109.0,230.0,172.0,221.0,244.0,1370.0,189.0,558.0,148.0,163.0,88.0,215.0,239.0,101.0,328.0,461.0
Female,Heard of it often,338.0,251.0,829.0,303.0,476.0,1421.0,334.0,1591.0,586.0,292.0,767.0,722.0,79.0,242.0,348.0,438.0,372.0,411.0,753.0,144.0,227.0,232.0,367.0,424.0,482.0,257.0,229.0,309.0,269.0,2746.0,387.0,277.0,494.0,491.0,356.0,16.0,304.0,300.0,324.0,430.0,99.0,3042.0,294.0,318.0,339.0,107.0,415.0,410.0,329.0,384.0,388.0,301.0,341.0,436.0,381.0,470.0,1851.0,393.0,758.0,809.0,287.0,567.0,680.0,661.0,322.0,356.0,282.0
Female,Heard of it once or twice,84.0,341.0,147.0,257.0,444.0,1042.0,272.0,241.0,192.0,25.0,111.0,436.0,18.0,243.0,220.0,230.0,42.0,91.0,246.0,22.0,49.0,62.0,85.0,120.0,168.0,34.0,378.0,167.0,127.0,750.0,21.0,90.0,185.0,36.0,129.0,6.0,144.0,136.0,271.0,322.0,9.0,1348.0,275.0,104.0,50.0,25.0,324.0,94.0,62.0,426.0,149.0,50.0,217.0,54.0,76.0,131.0,824.0,104.0,378.0,101.0,118.0,32.0,213.0,135.0,58.0,238.0,351.0
Female,"Know it well,  understand the concept",743.0,306.0,3087.0,480.0,628.0,1315.0,509.0,4514.0,914.0,1338.0,882.0,645.0,419.0,260.0,541.0,542.0,1858.0,804.0,1239.0,368.0,1099.0,916.0,1094.0,547.0,607.0,662.0,79.0,722.0,920.0,4464.0,1555.0,1842.0,863.0,774.0,662.0,51.0,683.0,762.0,500.0,196.0,436.0,4453.0,310.0,517.0,873.0,386.0,429.0,887.0,1274.0,1442.0,827.0,1224.0,473.0,1080.0,707.0,740.0,3432.0,770.0,1452.0,1371.0,720.0,844.0,2437.0,2946.0,1089.0,439.0,175.0
Female,Never heard of it,74.0,795.0,187.0,223.0,729.0,1332.0,280.0,197.0,315.0,18.0,57.0,560.0,15.0,574.0,189.0,160.0,42.0,49.0,198.0,23.0,80.0,58.0,60.0,80.0,123.0,68.0,915.0,261.0,213.0,693.0,15.0,78.0,151.0,10.0,118.0,6.0,166.0,281.0,321.0,496.0,16.0,843.0,383.0,230.0,61.0,21.0,354.0,35.0,67.0,704.0,119.0,64.0,261.0,80.0,53.0,169.0,658.0,61.0,462.0,46.0,205.0,23.0,207.0,132.0,42.0,377.0,465.0
Male,Heard of it a few times,158.0,283.0,405.0,272.0,506.0,1137.0,270.0,703.0,330.0,85.0,308.0,509.0,36.0,216.0,330.0,369.0,126.0,260.0,433.0,63.0,88.0,115.0,181.0,249.0,269.0,123.0,263.0,207.0,176.0,1606.0,87.0,175.0,301.0,235.0,211.0,5.0,230.0,223.0,352.0,370.0,32.0,1854.0,237.0,178.0,144.0,53.0,361.0,215.0,183.0,407.0,243.0,165.0,275.0,158.0,261.0,317.0,1403.0,186.0,530.0,192.0,127.0,185.0,373.0,235.0,146.0,262.0,387.0
Male,Heard of it often,358.0,234.0,871.0,328.0,483.0,1153.0,326.0,1499.0,531.0,266.0,617.0,613.0,88.0,212.0,316.0,386.0,323.0,395.0,643.0,133.0,207.0,213.0,357.0,420.0,377.0,256.0,233.0,336.0,238.0,2653.0,421.0,328.0,485.0,482.0,323.0,14.0,297.0,322.0,308.0,291.0,96.0,2665.0,264.0,318.0,298.0,136.0,403.0,296.0,376.0,426.0,393.0,342.0,298.0,399.0,412.0,491.0,1821.0,296.0,701.0,608.0,204.0,561.0,601.0,714.0,336.0,306.0,269.0
Male,Heard of it once or twice,92.0,298.0,226.0,168.0,402.0,953.0,278.0,317.0,219.0,45.0,110.0,414.0,17.0,184.0,204.0,233.0,46.0,110.0,225.0,41.0,82.0,68.0,126.0,109.0,157.0,65.0,366.0,190.0,105.0,953.0,28.0,226.0,244.0,70.0,149.0,2.0,182.0,130.0,220.0,303.0,22.0,1451.0,258.0,109.0,71.0,26.0,336.0,131.0,79.0,514.0,217.0,109.0,208.0,82.0,131.0,206.0,750.0,141.0,336.0,194.0,139.0,105.0,363.0,148.0,78.0,182.0,273.0
Male,"Know it well,  understand the concept",716.0,274.0,3004.0,537.0,716.0,1133.0,498.0,3992.0,815.0,1238.0,802.0,542.0,387.0,251.0,588.0,566.0,1785.0,713.0,1328.0,344.0,933.0,869.0,845.0,765.0,542.0,525.0,76.0,682.0,712.0,4235.0,1560.0,1077.0,619.0,987.0,587.0,77.0,570.0,779.0,583.0,188.0,366.0,3541.0,337.0,622.0,784.0,333.0,342.0,735.0,1075.0,1240.0,638.0,963.0,476.0,1081.0,670.0,757.0,3381.0,769.0,1706.0,806.0,539.0,710.0,1861.0,2886.0,950.0,418.0,200.0
Male,Never heard of it,75.0,611.0,214.0,224.0,629.0,1143.0,281.0,309.0,255.0,38.0,68.0,494.0,16.0,428.0,243.0,150.0,68.0,78.0,217.0,27.0,96.0,73.0,121.0,104.0,140.0,99.0,811.0,192.0,160.0,791.0,33.0,289.0,187.0,22.0,131.0,7.0,211.0,246.0,318.0,441.0,9.0,1020.0,365.0,196.0,71.0,32.0,345.0,59.0,103.0,591.0,164.0,87.0,220.0,120.0,106.0,244.0,706.0,99.0,460.0,98.0,205.0,56.0,375.0,141.0,79.0,320.0,415.0
