ST04Q01,ST11Q06,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,No,1505.0,1415.0,4205.0,1422.0,2973.0,5607.0,1420.0,6678.0,2247.0,1922.0,2036.0,2276.0,457.0,1306.0,1515.0,1880.0,2845.0,1523.0,3875.0,537.0,1568.0,1377.0,1706.0,1710.0,1983.0,1066.0,1660.0,1272.0,10069.0,2309.0,2954.0,2313.0,1280.0,1231.0,97.0,1304.0,1552.0,1969.0,1647.0,501.0,8606.0,1053.0,1493.0,1826.0,1349.0,582.0,1630.0,2248.0,1363.0,3472.0,1697.0,1607.0,1153.0,1680.0,1521.0,1878.0,6830.0,1254.0,3929.0,2255.0,1620.0,1315.0,3721.0,3441.0,1381.0,1182.0,1907.0
Female,Yes,137.0,338.0,501.0,94.0,80.0,1520.0,188.0,579.0,478.0,195.0,294.0,1131.0,75.0,299.0,129.0,142.0,63.0,96.0,76.0,111.0,59.0,76.0,75.0,177.0,92.0,56.0,579.0,96.0,683.0,79.0,137.0,327.0,83.0,119.0,8.0,93.0,97.0,162.0,468.0,80.0,2190.0,93.0,41.0,233.0,50.0,53.0,734.0,111.0,168.0,661.0,328.0,204.0,113.0,402.0,145.0,148.0,634.0,43.0,182.0,668.0,188.0,82.0,473.0,221.0,305.0,249.0,288.0
Male,No,1465.0,1402.0,4345.0,1499.0,2974.0,5421.0,1618.0,6525.0,2215.0,1859.0,1919.0,2273.0,514.0,1242.0,1620.0,1914.0,2916.0,1520.0,3804.0,553.0,1467.0,1332.0,1819.0,1986.0,1827.0,1083.0,1571.0,1399.0,10739.0,2593.0,2416.0,2202.0,1601.0,1116.0,98.0,1249.0,1644.0,2060.0,1475.0,467.0,8379.0,1250.0,1638.0,1848.0,1425.0,581.0,1545.0,2089.0,1382.0,3240.0,1677.0,1594.0,1268.0,1645.0,1695.0,2177.0,7300.0,1335.0,3857.0,1709.0,1412.0,1559.0,3426.0,3646.0,1458.0,1072.0,1632.0
Male,Yes,128.0,324.0,505.0,101.0,113.0,1293.0,190.0,616.0,520.0,198.0,279.0,1013.0,72.0,267.0,125.0,139.0,84.0,97.0,97.0,100.0,63.0,92.0,106.0,148.0,59.0,62.0,624.0,82.0,908.0,98.0,310.0,363.0,101.0,119.0,4.0,97.0,133.0,183.0,431.0,65.0,2153.0,99.0,48.0,200.0,93.0,67.0,761.0,98.0,175.0,874.0,287.0,204.0,103.0,386.0,145.0,179.0,600.0,53.0,209.0,597.0,211.0,116.0,858.0,173.0,275.0,193.0,307.0
