ST04Q01,EC03Q02,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,"No, never",4973.0,1182.0,3323.0,6836.0,2080.0,1811.0,1787.0,2490.0,1476.0,2018.0,1486.0,11652.0,1467.0,1401.0,1494.0,2160.0,1372.0,1650.0,1815.0,2228.0,1378.0,1969.0
Female,Yes,1688.0,1090.0,762.0,3788.0,542.0,627.0,1747.0,1697.0,597.0,442.0,992.0,3261.0,870.0,771.0,968.0,393.0,708.0,1105.0,442.0,466.0,765.0,616.0
Male,"No, never",4426.0,936.0,2949.0,6482.0,1821.0,1477.0,1599.0,2279.0,1747.0,1543.0,1491.0,10262.0,1666.0,1361.0,1357.0,2116.0,1359.0,1346.0,1446.0,2140.0,1213.0,1681.0
Male,Yes,2429.0,1325.0,1024.0,3700.0,699.0,969.0,1808.0,1843.0,618.0,662.0,844.0,5014.0,1012.0,725.0,1190.0,556.0,700.0,1385.0,733.0,576.0,1116.0,1300.0
