ST04Q01,EC04Q05A,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,1,3546.0,782.0,790.0,5444.0,388.0,697.0,1639.0,2916.0,723.0,517.0,1084.0,3683.0,693.0,503.0,800.0,483.0,742.0,999.0,319.0,1061.0,389.0,800.0
Female,2,3285.0,1547.0,3391.0,5357.0,2244.0,1780.0,2084.0,1419.0,1369.0,1996.0,1456.0,11500.0,1648.0,1678.0,1775.0,2114.0,1374.0,1783.0,1996.0,1685.0,1812.0,1874.0
Male,1,3101.0,792.0,802.0,4592.0,337.0,724.0,1502.0,2508.0,635.0,565.0,851.0,4280.0,729.0,636.0,778.0,399.0,697.0,859.0,381.0,986.0,499.0,927.0
Male,2,4014.0,1568.0,3320.0,5819.0,2200.0,1792.0,2103.0,1849.0,1744.0,1697.0,1600.0,11460.0,1960.0,1467.0,1888.0,2325.0,1429.0,1917.0,1874.0,1796.0,1902.0,2247.0
