ST04Q01,EC07Q02,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,108.0,147.0,662.0,243.0,114.0,145.0,46.0,46.0,330.0,2.0,45.0,77.0,113.0,31.0,589.0,158.0,68.0
Female,Mostly <heritage language> ,382.0,528.0,1319.0,537.0,486.0,315.0,98.0,149.0,920.0,1.0,240.0,941.0,1456.0,315.0,989.0,509.0,240.0
Female,Mostly <test language>,130.0,383.0,1785.0,337.0,104.0,206.0,199.0,442.0,927.0,94.0,127.0,74.0,833.0,171.0,644.0,355.0,106.0
Female,Not applicable,42.0,80.0,275.0,88.0,44.0,35.0,14.0,34.0,100.0,6.0,44.0,36.0,235.0,9.0,72.0,43.0,12.0
Male,About equally <heritage language> and <test language>,85.0,167.0,593.0,186.0,65.0,118.0,47.0,42.0,353.0,1.0,49.0,97.0,123.0,52.0,485.0,182.0,108.0
Male,Mostly <heritage language> ,590.0,581.0,1728.0,619.0,442.0,513.0,137.0,175.0,1277.0,14.0,257.0,1006.0,1663.0,440.0,1081.0,848.0,452.0
Male,Mostly <test language>,155.0,284.0,2103.0,266.0,105.0,208.0,212.0,501.0,868.0,155.0,67.0,66.0,682.0,165.0,588.0,408.0,95.0
Male,Not applicable,32.0,68.0,310.0,102.0,31.0,34.0,10.0,42.0,149.0,36.0,53.0,55.0,159.0,21.0,90.0,62.0,26.0
