ST04Q01,EC03Q09,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,"No, never",2467.0,991.0,2480.0,4177.0,786.0,401.0,924.0,1280.0,1064.0,1144.0,1086.0,6765.0,1025.0,476.0,1046.0,1432.0,1124.0,1073.0,1304.0,1053.0,775.0,768.0
Female,Yes,4182.0,1257.0,1595.0,6454.0,1836.0,2037.0,2600.0,2906.0,1012.0,1307.0,1396.0,8134.0,1310.0,1697.0,1400.0,1120.0,954.0,1679.0,937.0,1636.0,1365.0,1813.0
Male,"No, never",3423.0,1279.0,2672.0,5284.0,1114.0,653.0,1168.0,1939.0,1498.0,1174.0,1211.0,8187.0,1625.0,790.0,1136.0,1855.0,1258.0,1391.0,1273.0,1224.0,1011.0,1149.0
Male,Yes,3423.0,961.0,1293.0,4896.0,1406.0,1791.0,2218.0,2190.0,869.0,1022.0,1118.0,7049.0,1050.0,1291.0,1370.0,812.0,793.0,1337.0,897.0,1489.0,1310.0,1825.0
