ST04Q01,ST62Q01,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,Heard of it a few times,213.0,207.0,579.0,161.0,262.0,1035.0,395.0,1501.0,534.0,165.0,564.0,570.0,118.0,263.0,259.0,155.0,358.0,149.0,614.0,140.0,146.0,132.0,203.0,271.0,213.0,207.0,240.0,160.0,203.0,2131.0,582.0,174.0,301.0,310.0,140.0,10.0,206.0,129.0,280.0,237.0,126.0,2479.0,175.0,221.0,248.0,48.0,358.0,478.0,290.0,506.0,302.0,140.0,174.0,209.0,176.0,467.0,1594.0,61.0,402.0,268.0,46.0,191.0,335.0,328.0,369.0,300.0,484.0
Female,Heard of it often,251.0,150.0,411.0,112.0,151.0,1276.0,269.0,1650.0,529.0,313.0,771.0,665.0,129.0,220.0,171.0,61.0,109.0,57.0,290.0,129.0,63.0,170.0,125.0,426.0,53.0,115.0,215.0,73.0,115.0,1477.0,252.0,577.0,147.0,111.0,87.0,2.0,67.0,63.0,494.0,134.0,140.0,1921.0,156.0,214.0,161.0,12.0,365.0,471.0,193.0,430.0,210.0,43.0,113.0,391.0,75.0,318.0,1585.0,35.0,178.0,261.0,34.0,162.0,682.0,160.0,362.0,253.0,467.0
Female,Heard of it once or twice,217.0,310.0,756.0,250.0,404.0,854.0,462.0,1028.0,402.0,134.0,213.0,436.0,91.0,311.0,310.0,370.0,495.0,250.0,705.0,109.0,299.0,191.0,332.0,179.0,384.0,218.0,517.0,252.0,318.0,1897.0,547.0,259.0,500.0,639.0,200.0,14.0,415.0,226.0,188.0,373.0,99.0,2625.0,323.0,149.0,277.0,89.0,371.0,283.0,304.0,530.0,363.0,335.0,384.0,128.0,274.0,386.0,1139.0,215.0,671.0,630.0,110.0,208.0,344.0,627.0,261.0,214.0,258.0
Female,"Know it well,  understand the concept",382.0,145.0,369.0,132.0,129.0,701.0,128.0,1700.0,231.0,994.0,402.0,358.0,131.0,129.0,225.0,51.0,93.0,17.0,145.0,135.0,36.0,266.0,93.0,400.0,21.0,107.0,60.0,52.0,124.0,945.0,106.0,958.0,86.0,47.0,61.0,17.0,35.0,80.0,577.0,78.0,145.0,1021.0,213.0,183.0,101.0,4.0,239.0,229.0,112.0,770.0,114.0,23.0,45.0,512.0,41.0,140.0,1924.0,27.0,200.0,78.0,56.0,48.0,1452.0,86.0,399.0,204.0,280.0
Female,Never heard of it,315.0,1109.0,2462.0,873.0,1771.0,2275.0,378.0,1198.0,589.0,158.0,149.0,858.0,87.0,607.0,633.0,1116.0,1348.0,1106.0,1105.0,95.0,960.0,618.0,961.0,127.0,986.0,482.0,808.0,1136.0,981.0,3498.0,533.0,367.0,897.0,426.0,944.0,48.0,786.0,1196.0,212.0,944.0,80.0,3337.0,632.0,587.0,621.0,421.0,513.0,139.0,924.0,1085.0,653.0,1201.0,789.0,584.0,863.0,431.0,1963.0,1185.0,2150.0,1224.0,1240.0,906.0,927.0,2903.0,229.0,772.0,228.0
Male,Heard of it a few times,224.0,220.0,743.0,187.0,392.0,1026.0,364.0,1472.0,541.0,189.0,496.0,604.0,118.0,257.0,290.0,222.0,416.0,188.0,605.0,171.0,194.0,156.0,233.0,372.0,222.0,218.0,270.0,196.0,165.0,2330.0,547.0,204.0,293.0,348.0,153.0,19.0,287.0,203.0,350.0,253.0,123.0,2367.0,197.0,228.0,256.0,48.0,371.0,414.0,326.0,445.0,320.0,198.0,194.0,205.0,244.0,499.0,1648.0,141.0,528.0,236.0,56.0,262.0,386.0,510.0,364.0,244.0,423.0
Male,Heard of it often,236.0,133.0,478.0,123.0,207.0,899.0,276.0,1511.0,480.0,329.0,590.0,522.0,116.0,171.0,151.0,112.0,152.0,69.0,285.0,125.0,82.0,121.0,164.0,396.0,74.0,150.0,169.0,100.0,122.0,1559.0,315.0,360.0,193.0,218.0,90.0,11.0,91.0,97.0,427.0,133.0,93.0,1784.0,155.0,225.0,177.0,21.0,293.0,339.0,186.0,371.0,241.0,67.0,111.0,324.0,106.0,367.0,1489.0,51.0,249.0,200.0,42.0,200.0,582.0,216.0,374.0,152.0,416.0
Male,Heard of it once or twice,217.0,289.0,841.0,267.0,406.0,851.0,439.0,930.0,366.0,101.0,256.0,399.0,67.0,244.0,335.0,411.0,478.0,276.0,633.0,103.0,315.0,199.0,310.0,206.0,364.0,174.0,469.0,296.0,233.0,1938.0,484.0,309.0,474.0,620.0,223.0,13.0,387.0,246.0,219.0,398.0,78.0,2449.0,299.0,160.0,234.0,124.0,425.0,272.0,332.0,529.0,407.0,312.0,320.0,188.0,328.0,377.0,1233.0,273.0,676.0,463.0,126.0,232.0,471.0,784.0,263.0,243.0,227.0
Male,"Know it well,  understand the concept",358.0,146.0,522.0,179.0,225.0,551.0,173.0,1664.0,255.0,885.0,380.0,285.0,158.0,110.0,198.0,77.0,159.0,53.0,220.0,125.0,65.0,280.0,137.0,481.0,40.0,164.0,47.0,58.0,131.0,1100.0,154.0,541.0,88.0,153.0,63.0,14.0,59.0,152.0,566.0,76.0,150.0,926.0,174.0,225.0,161.0,13.0,188.0,227.0,131.0,671.0,116.0,50.0,74.0,461.0,82.0,189.0,1836.0,64.0,365.0,56.0,56.0,64.0,973.0,146.0,353.0,188.0,274.0
Male,Never heard of it,326.0,888.0,2144.0,778.0,1502.0,2143.0,404.0,1201.0,475.0,166.0,178.0,772.0,89.0,501.0,695.0,868.0,1133.0,964.0,1101.0,88.0,740.0,578.0,778.0,188.0,777.0,364.0,769.0,953.0,739.0,3232.0,623.0,671.0,784.0,451.0,860.0,49.0,643.0,993.0,213.0,725.0,85.0,2950.0,634.0,584.0,543.0,367.0,505.0,174.0,828.0,1165.0,568.0,1024.0,750.0,661.0,801.0,570.0,1964.0,965.0,1885.0,936.0,926.0,839.0,1174.0,2458.0,232.0,654.0,204.0
