ST04Q01,ST27Q05,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,None,390.0,406.0,424.0,12.0,164.0,1351.0,64.0,33.0,101.0,257.0,1122.0,2252.0,6.0,1701.0,41.0,35.0,19.0,81.0,31.0,4.0,11.0,50.0,14.0,36.0,35.0,58.0,2304.0,10.0,83.0,20.0,1038.0,988.0,24.0,117.0,2.0,128.0,124.0,61.0,1143.0,5.0,3759.0,44.0,6.0,47.0,23.0,154.0,692.0,40.0,73.0,521.0,525.0,305.0,49.0,151.0,50.0,15.0,1004.0,8.0,122.0,1099.0,206.0,1030.0,726.0,22.0,8.0,237.0,1038.0
Female,One,1095.0,1930.0,2377.0,1305.0,2557.0,5179.0,1811.0,3148.0,1988.0,1594.0,1067.0,1484.0,289.0,440.0,1548.0,1708.0,2094.0,1808.0,2401.0,142.0,1450.0,1018.0,1322.0,1734.0,1772.0,1061.0,322.0,645.0,4877.0,2841.0,1190.0,1722.0,1237.0,1764.0,26.0,1781.0,901.0,1748.0,755.0,389.0,9261.0,1634.0,1719.0,848.0,807.0,655.0,1595.0,1410.0,1076.0,769.0,1564.0,2122.0,1423.0,942.0,1512.0,1292.0,3718.0,547.0,2122.0,1459.0,1502.0,1106.0,889.0,3081.0,624.0,1996.0,1252.0
Female,Three or more,163.0,166.0,950.0,230.0,263.0,1062.0,108.0,2885.0,607.0,131.0,342.0,293.0,171.0,73.0,137.0,136.0,164.0,82.0,359.0,188.0,128.0,257.0,238.0,43.0,82.0,53.0,59.0,944.0,2757.0,7.0,434.0,11.0,19.0,60.0,22.0,50.0,463.0,102.0,349.0,151.0,1136.0,127.0,59.0,358.0,229.0,8.0,259.0,168.0,580.0,2932.0,96.0,23.0,126.0,365.0,70.0,330.0,1855.0,334.0,558.0,368.0,103.0,24.0,2907.0,1110.0,543.0,103.0,98.0
Female,Two,391.0,527.0,3155.0,800.0,1243.0,2122.0,539.0,4630.0,747.0,650.0,567.0,602.0,365.0,167.0,744.0,791.0,1439.0,417.0,1530.0,608.0,751.0,776.0,984.0,311.0,612.0,523.0,66.0,933.0,7431.0,124.0,891.0,145.0,1055.0,235.0,86.0,313.0,1073.0,679.0,462.0,336.0,3031.0,530.0,331.0,842.0,1186.0,34.0,444.0,757.0,1086.0,1016.0,356.0,125.0,719.0,1284.0,553.0,1032.0,5944.0,1453.0,2734.0,793.0,539.0,165.0,1189.0,2022.0,1242.0,412.0,230.0
Male,None,391.0,395.0,331.0,23.0,127.0,1156.0,115.0,46.0,93.0,241.0,947.0,1739.0,2.0,1345.0,44.0,17.0,27.0,57.0,47.0,10.0,27.0,35.0,32.0,64.0,41.0,133.0,2076.0,14.0,155.0,45.0,755.0,961.0,38.0,107.0,4.0,127.0,116.0,79.0,876.0,3.0,3042.0,64.0,11.0,44.0,36.0,160.0,655.0,38.0,95.0,474.0,502.0,341.0,60.0,143.0,55.0,33.0,920.0,12.0,103.0,724.0,200.0,847.0,583.0,36.0,7.0,155.0,863.0
Male,One,1056.0,1728.0,2401.0,1250.0,2458.0,4231.0,1761.0,2849.0,1846.0,1559.0,898.0,1438.0,293.0,473.0,1590.0,1708.0,2079.0,1780.0,2680.0,157.0,1286.0,921.0,1292.0,1893.0,1585.0,1019.0,404.0,575.0,4919.0,3066.0,1063.0,1666.0,1380.0,1671.0,38.0,1775.0,852.0,1823.0,751.0,318.0,8656.0,1534.0,1778.0,801.0,853.0,671.0,1523.0,1232.0,1018.0,767.0,1466.0,2026.0,1334.0,882.0,1652.0,1401.0,3532.0,604.0,2107.0,1241.0,1243.0,1361.0,879.0,3022.0,600.0,1726.0,1088.0
Male,Three or more,151.0,121.0,1037.0,273.0,308.0,1188.0,151.0,2942.0,565.0,137.0,405.0,296.0,191.0,82.0,157.0,151.0,184.0,83.0,251.0,183.0,153.0,272.0,230.0,76.0,78.0,78.0,59.0,867.0,2823.0,19.0,475.0,29.0,25.0,67.0,27.0,84.0,561.0,124.0,303.0,149.0,1141.0,151.0,82.0,352.0,280.0,13.0,198.0,188.0,613.0,2857.0,106.0,54.0,160.0,351.0,93.0,374.0,1920.0,283.0,611.0,236.0,89.0,21.0,2875.0,1037.0,543.0,104.0,90.0
Male,Two,413.0,485.0,3407.0,822.0,1336.0,2027.0,587.0,4459.0,770.0,590.0,665.0,641.0,344.0,172.0,712.0,734.0,1339.0,421.0,1352.0,577.0,715.0,866.0,970.0,417.0,533.0,479.0,94.0,985.0,7777.0,130.0,921.0,131.0,1229.0,245.0,86.0,329.0,1111.0,685.0,477.0,343.0,3035.0,562.0,397.0,899.0,1162.0,37.0,444.0,744.0,1079.0,1168.0,398.0,144.0,706.0,1397.0,599.0,1356.0,6008.0,1398.0,2746.0,639.0,424.0,199.0,1227.0,2165.0,1316.0,407.0,240.0
