ST04Q01,ST26Q02,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,No,408.0,1515.0,523.0,206.0,333.0,2639.0,268.0,710.0,739.0,385.0,721.0,1703.0,85.0,870.0,535.0,694.0,256.0,387.0,395.0,137.0,317.0,146.0,718.0,673.0,316.0,33.0,509.0,298.0,4711.0,379.0,1236.0,576.0,551.0,511.0,3.0,327.0,255.0,1077.0,609.0,107.0,9196.0,199.0,53.0,173.0,49.0,196.0,1306.0,444.0,602.0,935.0,482.0,596.0,188.0,1187.0,564.0,160.0,1577.0,110.0,476.0,853.0,1116.0,684.0,1911.0,605.0,349.0,1019.0,1006.0
Female,Yes,1768.0,1450.0,6397.0,2140.0,3897.0,7038.0,2270.0,10044.0,2726.0,2246.0,2368.0,2902.0,751.0,1504.0,1917.0,1957.0,3470.0,2004.0,3941.0,802.0,2020.0,1968.0,1829.0,1450.0,2189.0,1664.0,2295.0,2221.0,10421.0,2613.0,2297.0,2331.0,1760.0,1656.0,134.0,1943.0,2312.0,1510.0,2101.0,776.0,7866.0,2118.0,2065.0,1932.0,2196.0,648.0,1703.0,1923.0,2200.0,4274.0,2058.0,1965.0,2137.0,1548.0,1632.0,2512.0,11011.0,2232.0,5064.0,2867.0,1188.0,1635.0,3791.0,5596.0,2078.0,1631.0,1607.0
Male,No,411.0,1125.0,527.0,178.0,263.0,2251.0,292.0,616.0,533.0,347.0,519.0,1233.0,81.0,594.0,364.0,583.0,190.0,312.0,351.0,113.0,242.0,116.0,580.0,736.0,202.0,20.0,642.0,211.0,4380.0,407.0,1017.0,589.0,528.0,394.0,5.0,279.0,211.0,874.0,570.0,72.0,7472.0,165.0,39.0,184.0,49.0,182.0,930.0,351.0,501.0,911.0,428.0,475.0,156.0,1020.0,531.0,142.0,1328.0,71.0,445.0,820.0,767.0,792.0,1313.0,529.0,310.0,731.0,955.0
Male,Yes,1744.0,1552.0,6689.0,2195.0,3965.0,6341.0,2323.0,9734.0,2748.0,2181.0,2387.0,2885.0,756.0,1473.0,2123.0,2034.0,3449.0,2031.0,4002.0,812.0,1940.0,1990.0,1918.0,1716.0,2041.0,1685.0,2050.0,2221.0,11304.0,2851.0,2227.0,2248.0,2135.0,1693.0,150.0,2024.0,2438.0,1830.0,1839.0,750.0,8322.0,2159.0,2229.0,1913.0,2282.0,686.0,1896.0,1851.0,2303.0,4346.0,2050.0,2057.0,2114.0,1742.0,1867.0,3025.0,11120.0,2225.0,5133.0,2033.0,1192.0,1624.0,4247.0,5703.0,2172.0,1588.0,1329.0
