ST04Q01,EC04Q04C,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,1,1272.0,359.0,2892.0,2977.0,2205.0,915.0,1767.0,556.0,1349.0,1209.0,1320.0,9385.0,1452.0,590.0,1071.0,1485.0,1019.0,1378.0,1176.0,1426.0,1270.0,932.0
Female,2,5561.0,1973.0,1292.0,7820.0,431.0,1564.0,1956.0,3779.0,743.0,1304.0,1219.0,5802.0,888.0,1591.0,1503.0,1108.0,1100.0,1399.0,1138.0,1320.0,930.0,1744.0
Male,1,1315.0,269.0,2483.0,2384.0,2014.0,670.0,1623.0,642.0,1489.0,872.0,1130.0,7604.0,1458.0,423.0,937.0,1478.0,903.0,1106.0,785.0,1224.0,1101.0,711.0
Male,2,5773.0,2087.0,1642.0,8013.0,524.0,1847.0,1982.0,3709.0,891.0,1386.0,1319.0,8130.0,1231.0,1678.0,1732.0,1244.0,1222.0,1667.0,1468.0,1558.0,1298.0,2464.0
