ST04Q01,EC04Q01C,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,1,551.0,278.0,812.0,743.0,894.0,213.0,222.0,299.0,445.0,612.0,389.0,3403.0,327.0,114.0,334.0,640.0,271.0,568.0,383.0,447.0,738.0,214.0
Female,2,6303.0,2053.0,3372.0,10034.0,1741.0,2264.0,3501.0,4038.0,1647.0,1902.0,2150.0,11782.0,2014.0,2068.0,2243.0,1954.0,1847.0,2213.0,1933.0,2299.0,1463.0,2462.0
Male,1,570.0,257.0,780.0,744.0,936.0,180.0,242.0,358.0,631.0,385.0,387.0,2802.0,554.0,102.0,356.0,661.0,247.0,542.0,308.0,508.0,675.0,259.0
Male,2,6578.0,2106.0,3348.0,9665.0,1600.0,2337.0,3363.0,3997.0,1749.0,1878.0,2064.0,12946.0,2134.0,2003.0,2313.0,2059.0,1879.0,2229.0,1948.0,2274.0,1726.0,2919.0
