ST04Q01,ST11Q04,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,No,669.0,679.0,2061.0,805.0,1387.0,3759.0,1032.0,3509.0,1249.0,1864.0,1069.0,1747.0,276.0,666.0,750.0,1041.0,1439.0,973.0,1950.0,299.0,781.0,795.0,922.0,1083.0,1097.0,526.0,1222.0,530.0,5816.0,1181.0,654.0,1097.0,728.0,792.0,50.0,807.0,802.0,1155.0,1057.0,266.0,4191.0,461.0,732.0,973.0,692.0,417.0,1284.0,1249.0,937.0,1624.0,1172.0,1156.0,653.0,939.0,816.0,1072.0,4226.0,589.0,1955.0,1665.0,665.0,611.0,1298.0,1833.0,730.0,660.0,1071.0
Female,Yes,1243.0,1602.0,3762.0,1112.0,2272.0,3821.0,824.0,5384.0,1744.0,289.0,1621.0,1705.0,407.0,1287.0,1363.0,1263.0,1900.0,957.0,2058.0,474.0,1150.0,981.0,1132.0,883.0,1182.0,887.0,1185.0,1536.0,6804.0,1475.0,2553.0,1618.0,1059.0,852.0,67.0,938.0,1304.0,1146.0,1287.0,454.0,9069.0,1353.0,1127.0,1100.0,1136.0,280.0,1100.0,1110.0,1081.0,3068.0,1007.0,871.0,1112.0,1453.0,1077.0,1243.0,5238.0,1236.0,2846.0,1393.0,1316.0,1233.0,3488.0,3132.0,1278.0,1332.0,1281.0
Male,No,708.0,737.0,2142.0,836.0,1418.0,3685.0,1247.0,3392.0,1263.0,1801.0,1084.0,1764.0,283.0,655.0,823.0,1110.0,1438.0,938.0,2097.0,290.0,746.0,733.0,1026.0,1286.0,1039.0,544.0,1108.0,591.0,6420.0,1405.0,963.0,1154.0,1058.0,713.0,47.0,782.0,833.0,1315.0,967.0,236.0,4409.0,538.0,818.0,973.0,721.0,405.0,1249.0,1184.0,927.0,1678.0,1176.0,1170.0,705.0,879.0,933.0,1287.0,4505.0,691.0,1894.0,1440.0,636.0,799.0,1435.0,1899.0,776.0,624.0,1023.0
Male,Yes,1174.0,1352.0,3932.0,1087.0,2235.0,3265.0,775.0,5209.0,1658.0,269.0,1459.0,1550.0,430.0,1097.0,1303.0,1175.0,1841.0,979.0,1837.0,476.0,1111.0,1013.0,1074.0,939.0,984.0,904.0,1212.0,1482.0,6882.0,1536.0,1868.0,1478.0,923.0,801.0,79.0,957.0,1386.0,1089.0,1122.0,422.0,7891.0,1314.0,1170.0,1100.0,1179.0,302.0,1059.0,1003.0,1054.0,2878.0,898.0,848.0,1042.0,1495.0,1140.0,1423.0,5169.0,1094.0,2910.0,942.0,1073.0,1260.0,3363.0,3151.0,1256.0,1115.0,1026.0
