ST04Q01,ST62Q08,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,Heard of it a few times,314.0,289.0,1144.0,266.0,429.0,1404.0,295.0,1602.0,583.0,236.0,380.0,678.0,106.0,294.0,378.0,267.0,508.0,244.0,262.0,132.0,323.0,245.0,265.0,322.0,375.0,52.0,381.0,305.0,253.0,2063.0,206.0,202.0,293.0,116.0,232.0,14.0,175.0,363.0,429.0,386.0,110.0,2895.0,268.0,180.0,342.0,127.0,405.0,265.0,393.0,638.0,337.0,393.0,359.0,443.0,215.0,430.0,1431.0,216.0,666.0,428.0,192.0,304.0,470.0,985.0,338.0,398.0,496.0
Female,Heard of it often,249.0,309.0,941.0,191.0,280.0,1104.0,281.0,1406.0,666.0,249.0,588.0,853.0,118.0,250.0,260.0,122.0,235.0,147.0,81.0,149.0,264.0,149.0,190.0,358.0,347.0,26.0,462.0,239.0,238.0,1781.0,82.0,466.0,489.0,397.0,127.0,7.0,50.0,219.0,424.0,431.0,127.0,2449.0,374.0,64.0,238.0,75.0,541.0,179.0,383.0,568.0,362.0,240.0,386.0,424.0,85.0,242.0,1421.0,96.0,415.0,952.0,265.0,510.0,883.0,673.0,369.0,304.0,284.0
Female,Heard of it once or twice,297.0,405.0,1035.0,345.0,536.0,1511.0,361.0,1418.0,347.0,218.0,219.0,528.0,114.0,308.0,305.0,503.0,661.0,361.0,634.0,119.0,273.0,375.0,358.0,199.0,336.0,104.0,425.0,399.0,239.0,1835.0,359.0,192.0,199.0,65.0,311.0,25.0,357.0,327.0,261.0,369.0,120.0,2789.0,215.0,263.0,353.0,128.0,352.0,385.0,329.0,527.0,306.0,379.0,306.0,271.0,357.0,426.0,1501.0,421.0,849.0,317.0,197.0,263.0,355.0,931.0,284.0,350.0,324.0
Female,"Know it well,  understand the concept",198.0,376.0,504.0,188.0,229.0,568.0,197.0,1098.0,406.0,743.0,668.0,462.0,112.0,211.0,331.0,59.0,114.0,107.0,30.0,116.0,184.0,108.0,145.0,346.0,278.0,11.0,113.0,188.0,330.0,1528.0,69.0,1336.0,710.0,888.0,108.0,4.0,31.0,207.0,443.0,214.0,139.0,1230.0,404.0,24.0,94.0,32.0,397.0,46.0,265.0,1082.0,344.0,170.0,235.0,353.0,72.0,116.0,1617.0,33.0,318.0,534.0,529.0,246.0,1667.0,397.0,413.0,182.0,229.0
Female,Never heard of it,311.0,558.0,952.0,534.0,1248.0,1495.0,512.0,1563.0,292.0,313.0,244.0,388.0,105.0,475.0,327.0,806.0,885.0,722.0,1851.0,92.0,457.0,498.0,753.0,174.0,321.0,934.0,484.0,546.0,671.0,2796.0,1307.0,141.0,248.0,72.0,660.0,39.0,903.0,582.0,192.0,367.0,93.0,2075.0,250.0,823.0,378.0,215.0,164.0,720.0,460.0,489.0,302.0,557.0,220.0,330.0,688.0,534.0,2219.0,749.0,1351.0,232.0,289.0,220.0,356.0,1103.0,212.0,492.0,386.0
Male,Heard of it a few times,337.0,291.0,1202.0,293.0,532.0,1274.0,362.0,1581.0,545.0,236.0,371.0,644.0,112.0,265.0,385.0,288.0,535.0,307.0,437.0,122.0,296.0,240.0,249.0,379.0,324.0,121.0,381.0,309.0,238.0,2335.0,276.0,299.0,326.0,181.0,221.0,11.0,245.0,366.0,441.0,373.0,106.0,2713.0,272.0,232.0,354.0,136.0,428.0,273.0,449.0,632.0,364.0,348.0,362.0,385.0,301.0,490.0,1612.0,287.0,747.0,373.0,186.0,411.0,609.0,992.0,346.0,352.0,431.0
Male,Heard of it often,253.0,298.0,1031.0,210.0,336.0,1011.0,295.0,1442.0,571.0,270.0,552.0,647.0,120.0,219.0,268.0,164.0,268.0,140.0,176.0,126.0,231.0,159.0,191.0,361.0,290.0,72.0,391.0,218.0,176.0,1996.0,150.0,424.0,490.0,397.0,170.0,13.0,103.0,251.0,388.0,341.0,135.0,2186.0,306.0,109.0,262.0,70.0,497.0,160.0,400.0,526.0,380.0,256.0,332.0,388.0,135.0,309.0,1449.0,133.0,521.0,614.0,196.0,465.0,785.0,787.0,358.0,253.0,270.0
Male,Heard of it once or twice,304.0,334.0,931.0,315.0,494.0,1338.0,361.0,1217.0,333.0,163.0,191.0,504.0,88.0,254.0,324.0,431.0,576.0,368.0,669.0,136.0,240.0,293.0,310.0,196.0,320.0,171.0,423.0,376.0,182.0,1788.0,369.0,285.0,265.0,105.0,333.0,24.0,331.0,269.0,227.0,376.0,88.0,2565.0,262.0,269.0,310.0,125.0,361.0,376.0,304.0,547.0,324.0,331.0,273.0,280.0,362.0,467.0,1366.0,396.0,704.0,333.0,172.0,249.0,495.0,894.0,271.0,316.0,283.0
Male,"Know it well,  understand the concept",149.0,367.0,687.0,314.0,351.0,516.0,204.0,1289.0,435.0,760.0,588.0,389.0,136.0,206.0,342.0,105.0,231.0,126.0,71.0,142.0,206.0,228.0,197.0,494.0,240.0,56.0,102.0,184.0,294.0,1897.0,107.0,752.0,511.0,989.0,131.0,22.0,63.0,343.0,530.0,190.0,136.0,1116.0,350.0,80.0,145.0,67.0,339.0,97.0,285.0,857.0,305.0,209.0,282.0,378.0,106.0,200.0,1741.0,94.0,562.0,301.0,381.0,244.0,1190.0,544.0,394.0,192.0,214.0
Male,Never heard of it,325.0,388.0,866.0,396.0,1017.0,1303.0,441.0,1274.0,253.0,238.0,204.0,390.0,86.0,345.0,356.0,717.0,721.0,608.0,1497.0,82.0,425.0,411.0,675.0,212.0,310.0,647.0,444.0,511.0,496.0,2164.0,1225.0,297.0,248.0,122.0,540.0,36.0,728.0,458.0,193.0,319.0,60.0,1920.0,272.0,737.0,297.0,179.0,165.0,523.0,371.0,570.0,285.0,505.0,221.0,408.0,661.0,544.0,2002.0,583.0,1181.0,268.0,254.0,246.0,461.0,888.0,208.0,367.0,343.0
