ST04Q01,ST11Q05,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,No,1082.0,1397.0,4281.0,1252.0,2919.0,5759.0,1045.0,6597.0,2125.0,1389.0,1592.0,2401.0,465.0,1290.0,1148.0,1653.0,2847.0,1348.0,3852.0,542.0,1563.0,1261.0,1499.0,1590.0,1800.0,1065.0,1547.0,1276.0,9184.0,1715.0,2799.0,1919.0,1192.0,1055.0,101.0,1088.0,1521.0,1794.0,1649.0,486.0,8303.0,849.0,1500.0,1887.0,1338.0,492.0,1648.0,1818.0,1302.0,3410.0,1318.0,1317.0,824.0,1577.0,1270.0,1331.0,6603.0,1238.0,3869.0,1759.0,1446.0,1199.0,3533.0,3458.0,1457.0,1124.0,1517.0
Female,Yes,717.0,414.0,429.0,374.0,150.0,1345.0,766.0,713.0,639.0,864.0,892.0,917.0,81.0,342.0,703.0,436.0,65.0,379.0,99.0,113.0,68.0,246.0,374.0,314.0,314.0,49.0,756.0,95.0,1922.0,819.0,314.0,774.0,270.0,449.0,5.0,451.0,137.0,389.0,504.0,106.0,2986.0,489.0,27.0,169.0,67.0,178.0,714.0,541.0,354.0,709.0,813.0,648.0,763.0,547.0,481.0,868.0,1142.0,50.0,268.0,1329.0,424.0,297.0,689.0,234.0,239.0,421.0,789.0
Male,No,1057.0,1313.0,4419.0,1290.0,2971.0,5298.0,1212.0,6459.0,2162.0,1379.0,1506.0,2356.0,517.0,1195.0,1234.0,1683.0,2901.0,1324.0,3761.0,555.0,1462.0,1213.0,1616.0,1819.0,1661.0,1090.0,1435.0,1390.0,9580.0,1922.0,2201.0,1804.0,1498.0,885.0,92.0,1061.0,1646.0,1904.0,1414.0,470.0,7794.0,996.0,1657.0,1896.0,1397.0,460.0,1536.0,1644.0,1325.0,3165.0,1318.0,1218.0,850.0,1497.0,1386.0,1561.0,6969.0,1304.0,3748.0,1342.0,1208.0,1402.0,3326.0,3613.0,1501.0,1021.0,1272.0
Male,Yes,690.0,468.0,445.0,406.0,146.0,1475.0,774.0,700.0,613.0,781.0,872.0,898.0,83.0,339.0,686.0,428.0,108.0,396.0,143.0,105.0,69.0,260.0,397.0,387.0,258.0,49.0,822.0,118.0,2405.0,904.0,567.0,825.0,305.0,515.0,11.0,455.0,134.0,397.0,531.0,72.0,3271.0,499.0,42.0,160.0,129.0,246.0,798.0,543.0,376.0,912.0,727.0,748.0,763.0,599.0,542.0,1000.0,1196.0,98.0,331.0,1083.0,451.0,379.0,970.0,260.0,253.0,359.0,742.0
