ST04Q01,EC03Q03,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,"No, never",2945.0,998.0,3450.0,6486.0,2556.0,1961.0,2667.0,2591.0,2004.0,2351.0,2250.0,11808.0,2077.0,1401.0,1936.0,2354.0,1163.0,1908.0,1961.0,2222.0,1571.0,1949.0
Female,Yes,3717.0,1273.0,632.0,4142.0,66.0,475.0,867.0,1588.0,72.0,103.0,229.0,3105.0,260.0,771.0,523.0,198.0,915.0,837.0,295.0,472.0,558.0,638.0
Male,"No, never",3280.0,1010.0,3321.0,6244.0,2437.0,1763.0,2391.0,2667.0,2285.0,2004.0,2035.0,10683.0,2286.0,1353.0,1855.0,2385.0,1260.0,1876.0,1643.0,2101.0,1509.0,1787.0
Male,Yes,3563.0,1261.0,653.0,3944.0,84.0,681.0,1004.0,1454.0,81.0,192.0,297.0,4589.0,388.0,727.0,683.0,285.0,799.0,850.0,532.0,615.0,803.0,1192.0
