ST04Q01,IC01Q03,Australia,Austria,Belgium,Chile,China-Shanghai,Chinese Taipei,Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hong Kong-China,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Korea,Latvia,Liechtenstein,Macao-China,Mexico,Netherlands,New Zealand,Norway,Perm(Russian Federation),Poland,Portugal,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Turkey,Uruguay
Female,No,3350.0,1715.0,2330.0,2514.0,1869.0,2431.0,1971.0,2067.0,2208.0,2054.0,2008.0,3377.0,1503.0,2090.0,1438.0,2087.0,1122.0,1243.0,1498.0,9831.0,2125.0,2396.0,1900.0,1768.0,80.0,1704.0,14036.0,1136.0,1354.0,1080.0,717.0,1895.0,2360.0,2058.0,1805.0,1508.0,1727.0,2150.0,8603.0,1514.0,3515.0,2042.0,1807.0
Female,"Yes, and I use it",2528.0,429.0,1359.0,694.0,489.0,521.0,201.0,271.0,235.0,1062.0,254.0,656.0,380.0,301.0,481.0,247.0,387.0,1081.0,519.0,3830.0,467.0,705.0,297.0,291.0,42.0,695.0,1879.0,794.0,548.0,935.0,103.0,274.0,314.0,356.0,228.0,954.0,290.0,364.0,2822.0,554.0,1519.0,190.0,486.0
Female,"Yes, but I don’t use it",949.0,154.0,275.0,215.0,257.0,137.0,82.0,106.0,121.0,311.0,108.0,209.0,124.0,107.0,147.0,103.0,113.0,174.0,137.0,917.0,195.0,379.0,129.0,94.0,14.0,186.0,978.0,138.0,158.0,192.0,27.0,182.0,111.0,96.0,224.0,266.0,123.0,126.0,814.0,169.0,435.0,80.0,138.0
Male,No,3058.0,1495.0,1940.0,2292.0,1745.0,2183.0,1598.0,1853.0,1987.0,1735.0,1796.0,3064.0,1320.0,1736.0,1537.0,1740.0,1047.0,1307.0,1255.0,8487.0,2108.0,1462.0,2097.0,1476.0,75.0,1723.0,12295.0,1016.0,1210.0,979.0,648.0,1636.0,2049.0,1811.0,1565.0,1508.0,1604.0,2038.0,7754.0,1308.0,3039.0,2062.0,1466.0
Male,"Yes, and I use it",2921.0,662.0,1599.0,689.0,462.0,531.0,231.0,467.0,361.0,1250.0,339.0,771.0,514.0,515.0,592.0,336.0,445.0,901.0,526.0,5171.0,636.0,1108.0,381.0,420.0,61.0,720.0,2116.0,966.0,624.0,1008.0,159.0,332.0,529.0,501.0,395.0,969.0,534.0,731.0,3369.0,626.0,1997.0,217.0,484.0
Male,"Yes, but I don’t use it",1069.0,154.0,286.0,255.0,307.0,183.0,94.0,138.0,156.0,269.0,159.0,338.0,131.0,188.0,210.0,106.0,130.0,171.0,184.0,1195.0,227.0,516.0,184.0,138.0,16.0,249.0,1143.0,180.0,180.0,277.0,55.0,195.0,173.0,178.0,233.0,271.0,185.0,299.0,981.0,211.0,441.0,119.0,140.0
