ST04Q01,ST23Q06,Belgium,Denmark,Finland,Hong Kong-China,Italy,Korea,Portugal,Serbia,Slovak Republic,Slovenia
Female,Agree,274.0,407.0,200.0,46.0,383.0,9.0,130.0,328.0,386.0,146.0
Female,Disagree,181.0,197.0,206.0,130.0,311.0,8.0,92.0,77.0,50.0,56.0
Female,Strongly agree,237.0,278.0,206.0,20.0,296.0,6.0,96.0,432.0,437.0,131.0
Female,Strongly disagree,64.0,45.0,124.0,57.0,133.0,4.0,67.0,11.0,9.0,22.0
Male,Agree,311.0,347.0,240.0,67.0,411.0,23.0,137.0,365.0,509.0,182.0
Male,Disagree,129.0,190.0,209.0,126.0,277.0,11.0,74.0,76.0,88.0,68.0
Male,Strongly agree,271.0,281.0,144.0,37.0,434.0,23.0,114.0,518.0,659.0,173.0
Male,Strongly disagree,79.0,68.0,109.0,53.0,141.0,16.0,47.0,17.0,39.0,18.0
