ST04Q01,EC08Q03,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,91.0,158.0,418.0,150.0,152.0,70.0,61.0,55.0,364.0,3.0,115.0,240.0,235.0,57.0,247.0,161.0,87.0
Female,Mostly <heritage language> ,165.0,284.0,661.0,130.0,121.0,158.0,53.0,90.0,371.0,1.0,141.0,221.0,1164.0,239.0,57.0,316.0,122.0
Female,Mostly <test language>,373.0,671.0,2687.0,802.0,449.0,449.0,220.0,532.0,1514.0,97.0,193.0,555.0,1057.0,203.0,1999.0,553.0,185.0
Female,Not applicable,25.0,35.0,347.0,119.0,43.0,23.0,12.0,9.0,51.0,8.0,48.0,28.0,252.0,36.0,6.0,67.0,37.0
Male,About equally <heritage language> and <test language>,88.0,141.0,483.0,125.0,143.0,82.0,72.0,50.0,406.0,2.0,80.0,227.0,362.0,110.0,230.0,212.0,131.0
Male,Mostly <heritage language> ,330.0,312.0,891.0,171.0,94.0,328.0,64.0,108.0,688.0,7.0,194.0,291.0,1206.0,330.0,82.0,567.0,255.0
Male,Mostly <test language>,412.0,593.0,3001.0,682.0,372.0,432.0,243.0,578.0,1433.0,155.0,98.0,509.0,844.0,174.0,1929.0,590.0,227.0
Male,Not applicable,28.0,73.0,423.0,174.0,48.0,30.0,17.0,34.0,126.0,39.0,74.0,63.0,273.0,74.0,20.0,142.0,74.0
