ST04Q01,ST62Q06,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,Heard of it a few times,228.0,275.0,563.0,133.0,491.0,1229.0,119.0,670.0,208.0,289.0,412.0,431.0,42.0,274.0,60.0,129.0,358.0,61.0,527.0,58.0,165.0,90.0,289.0,180.0,147.0,145.0,264.0,216.0,126.0,1256.0,52.0,74.0,175.0,69.0,119.0,10.0,198.0,274.0,88.0,183.0,42.0,2011.0,96.0,176.0,172.0,14.0,275.0,343.0,333.0,432.0,118.0,66.0,113.0,123.0,74.0,85.0,1092.0,249.0,546.0,169.0,183.0,230.0,303.0,592.0,125.0,321.0,173.0
Female,Heard of it often,335.0,329.0,1077.0,304.0,459.0,1290.0,293.0,1755.0,567.0,102.0,488.0,985.0,113.0,280.0,266.0,388.0,582.0,379.0,705.0,175.0,402.0,239.0,412.0,229.0,402.0,92.0,881.0,405.0,242.0,1680.0,490.0,351.0,490.0,338.0,425.0,10.0,329.0,255.0,312.0,588.0,127.0,3418.0,324.0,411.0,380.0,111.0,511.0,350.0,470.0,453.0,404.0,284.0,305.0,423.0,361.0,376.0,1867.0,125.0,661.0,1064.0,145.0,635.0,748.0,908.0,373.0,458.0,72.0
Female,Heard of it once or twice,127.0,299.0,350.0,124.0,387.0,1057.0,84.0,380.0,127.0,323.0,296.0,307.0,22.0,207.0,19.0,49.0,240.0,11.0,378.0,21.0,122.0,56.0,309.0,151.0,74.0,165.0,170.0,181.0,111.0,1042.0,24.0,98.0,113.0,24.0,37.0,8.0,180.0,260.0,23.0,166.0,20.0,1448.0,52.0,63.0,121.0,9.0,235.0,299.0,270.0,385.0,120.0,24.0,29.0,42.0,34.0,20.0,649.0,398.0,506.0,158.0,229.0,124.0,212.0,523.0,70.0,204.0,194.0
Female,"Know it well,  understand the concept",606.0,514.0,2005.0,827.0,538.0,836.0,1120.0,3870.0,1314.0,114.0,455.0,868.0,346.0,365.0,1255.0,1162.0,911.0,1121.0,881.0,339.0,676.0,929.0,405.0,369.0,986.0,73.0,440.0,661.0,957.0,4058.0,1424.0,1620.0,1068.0,1092.0,823.0,46.0,589.0,432.0,1293.0,733.0,391.0,3691.0,1002.0,552.0,541.0,440.0,706.0,262.0,463.0,1575.0,946.0,1351.0,1070.0,1214.0,919.0,1239.0,3788.0,91.0,1152.0,1046.0,172.0,467.0,2256.0,1263.0,1005.0,468.0,69.0
Female,Never heard of it,96.0,513.0,565.0,138.0,834.0,1710.0,46.0,400.0,84.0,929.0,447.0,298.0,25.0,415.0,10.0,34.0,305.0,5.0,355.0,13.0,135.0,66.0,299.0,472.0,50.0,656.0,113.0,209.0,292.0,1966.0,28.0,113.0,100.0,12.0,25.0,17.0,221.0,479.0,19.0,114.0,8.0,849.0,40.0,144.0,195.0,5.0,132.0,347.0,301.0,453.0,69.0,21.0,8.0,21.0,42.0,29.0,817.0,654.0,727.0,38.0,736.0,86.0,196.0,814.0,34.0,283.0,1214.0
Male,Heard of it a few times,203.0,273.0,651.0,186.0,466.0,1132.0,182.0,846.0,227.0,305.0,370.0,449.0,54.0,245.0,125.0,185.0,411.0,112.0,582.0,70.0,176.0,109.0,315.0,224.0,163.0,164.0,336.0,283.0,155.0,1493.0,107.0,210.0,237.0,147.0,190.0,8.0,262.0,267.0,147.0,283.0,44.0,2054.0,155.0,181.0,219.0,36.0,320.0,346.0,400.0,434.0,166.0,104.0,153.0,182.0,179.0,232.0,1321.0,278.0,566.0,250.0,153.0,327.0,424.0,691.0,197.0,261.0,213.0
Male,Heard of it often,371.0,306.0,1107.0,278.0,464.0,1056.0,359.0,1774.0,520.0,132.0,398.0,794.0,121.0,219.0,370.0,400.0,527.0,495.0,711.0,191.0,308.0,251.0,353.0,240.0,355.0,117.0,699.0,387.0,187.0,1950.0,512.0,369.0,486.0,351.0,429.0,17.0,294.0,239.0,304.0,446.0,118.0,2994.0,353.0,396.0,355.0,140.0,488.0,286.0,415.0,441.0,398.0,405.0,368.0,472.0,423.0,540.0,1726.0,162.0,636.0,710.0,133.0,597.0,686.0,982.0,400.0,333.0,109.0
Male,Heard of it once or twice,140.0,272.0,429.0,117.0,375.0,1032.0,172.0,437.0,133.0,252.0,246.0,300.0,20.0,184.0,52.0,66.0,242.0,40.0,387.0,39.0,125.0,73.0,278.0,199.0,120.0,160.0,240.0,188.0,95.0,1178.0,41.0,235.0,208.0,64.0,74.0,10.0,222.0,211.0,49.0,207.0,31.0,1531.0,132.0,89.0,142.0,12.0,276.0,298.0,261.0,454.0,189.0,53.0,67.0,78.0,70.0,102.0,735.0,369.0,508.0,207.0,224.0,203.0,380.0,534.0,92.0,201.0,231.0
Male,"Know it well,  understand the concept",569.0,397.0,1975.0,767.0,677.0,668.0,830.0,3266.0,1173.0,179.0,483.0,696.0,328.0,298.0,1101.0,1012.0,915.0,876.0,802.0,301.0,621.0,803.0,377.0,495.0,767.0,108.0,292.0,576.0,740.0,3839.0,1425.0,951.0,766.0,1208.0,631.0,57.0,472.0,505.0,1239.0,492.0,322.0,2997.0,753.0,604.0,483.0,379.0,581.0,242.0,425.0,1274.0,801.0,1075.0,850.0,1037.0,812.0,1053.0,3502.0,164.0,1283.0,625.0,153.0,368.0,1648.0,1208.0,830.0,391.0,61.0
Male,Never heard of it,95.0,431.0,546.0,185.0,744.0,1588.0,116.0,489.0,93.0,802.0,407.0,340.0,15.0,342.0,37.0,42.0,243.0,23.0,357.0,8.0,168.0,99.0,299.0,488.0,79.0,514.0,180.0,170.0,205.0,1738.0,40.0,274.0,153.0,21.0,68.0,14.0,231.0,464.0,25.0,179.0,10.0,918.0,76.0,149.0,166.0,14.0,119.0,256.0,316.0,534.0,104.0,30.0,39.0,70.0,85.0,77.0,895.0,513.0,719.0,95.0,531.0,114.0,404.0,692.0,66.0,303.0,926.0
