ST04Q01,EC07Q04,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,110.0,144.0,422.0,113.0,113.0,72.0,43.0,54.0,230.0,,63.0,114.0,115.0,39.0,827.0,141.0,61.0
Female,Mostly <heritage language> ,192.0,305.0,678.0,161.0,120.0,178.0,77.0,98.0,558.0,1.0,191.0,492.0,1363.0,288.0,355.0,467.0,164.0
Female,Mostly <test language>,340.0,662.0,2641.0,850.0,500.0,420.0,230.0,521.0,1449.0,96.0,203.0,133.0,939.0,199.0,1092.0,451.0,198.0
Female,Not applicable,31.0,44.0,319.0,104.0,30.0,32.0,6.0,12.0,75.0,7.0,27.0,56.0,226.0,6.0,28.0,37.0,11.0
Male,About equally <heritage language> and <test language>,93.0,131.0,398.0,79.0,81.0,78.0,40.0,50.0,319.0,1.0,66.0,148.0,144.0,62.0,712.0,153.0,109.0
Male,Mostly <heritage language> ,397.0,342.0,1005.0,222.0,109.0,357.0,95.0,121.0,924.0,14.0,221.0,523.0,1503.0,410.0,401.0,796.0,360.0
Male,Mostly <test language>,347.0,579.0,2963.0,741.0,442.0,403.0,256.0,572.0,1247.0,150.0,120.0,155.0,772.0,190.0,1084.0,490.0,171.0
Male,Not applicable,27.0,51.0,390.0,132.0,19.0,34.0,6.0,25.0,168.0,39.0,29.0,85.0,173.0,22.0,54.0,71.0,37.0
