ST04Q01,ST11Q03,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,No,561.0,637.0,1912.0,751.0,1313.0,2918.0,1028.0,3352.0,1022.0,1847.0,928.0,1510.0,239.0,608.0,688.0,1079.0,1268.0,871.0,1835.0,296.0,733.0,750.0,794.0,1042.0,1041.0,501.0,1137.0,516.0,5587.0,1170.0,513.0,923.0,663.0,781.0,54.0,765.0,752.0,1150.0,1070.0,279.0,3725.0,357.0,689.0,903.0,647.0,387.0,1280.0,1160.0,909.0,1482.0,1057.0,1131.0,597.0,866.0,799.0,1040.0,4031.0,585.0,1829.0,1642.0,519.0,568.0,1231.0,1684.0,728.0,631.0,950.0
Female,Yes,1394.0,1744.0,4119.0,1142.0,2430.0,5187.0,847.0,5758.0,1966.0,315.0,1853.0,2098.0,461.0,1402.0,1455.0,1274.0,2067.0,1077.0,2181.0,512.0,1254.0,1054.0,1394.0,944.0,1231.0,958.0,1302.0,1588.0,7452.0,1557.0,2764.0,1814.0,1181.0,881.0,73.0,1052.0,1393.0,1226.0,1273.0,467.0,9973.0,1639.0,1197.0,1183.0,1264.0,330.0,1159.0,1199.0,1195.0,3242.0,1143.0,933.0,1189.0,1570.0,1105.0,1308.0,5748.0,1254.0,3105.0,1418.0,1577.0,1398.0,3640.0,3414.0,1321.0,1427.0,1447.0
Male,No,530.0,650.0,2004.0,789.0,1300.0,2741.0,1171.0,3311.0,1056.0,1808.0,1012.0,1525.0,256.0,556.0,749.0,1070.0,1424.0,895.0,1964.0,303.0,671.0,732.0,837.0,1324.0,965.0,492.0,1070.0,569.0,5809.0,1240.0,761.0,1038.0,845.0,709.0,53.0,754.0,829.0,1306.0,922.0,242.0,3794.0,547.0,728.0,965.0,685.0,384.0,1135.0,1123.0,916.0,1471.0,1030.0,1118.0,718.0,900.0,865.0,1174.0,4204.0,645.0,1834.0,1350.0,490.0,705.0,1268.0,1837.0,756.0,605.0,974.0
Male,Yes,1392.0,1518.0,4195.0,1199.0,2425.0,4613.0,856.0,5414.0,1834.0,274.0,1532.0,1881.0,462.0,1226.0,1428.0,1258.0,1924.0,1039.0,1980.0,472.0,1197.0,1044.0,1360.0,951.0,1090.0,960.0,1263.0,1523.0,7778.0,1773.0,2128.0,1630.0,1340.0,851.0,77.0,1025.0,1382.0,1130.0,1176.0,437.0,8903.0,1358.0,1293.0,1109.0,1306.0,340.0,1235.0,1064.0,1165.0,3176.0,1113.0,936.0,1021.0,1505.0,1240.0,1596.0,5888.0,1209.0,3006.0,1041.0,1292.0,1371.0,3561.0,3338.0,1330.0,1236.0,1075.0
