ST04Q01,ST115Q01,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Norway,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,1,1758.0,1781.0,5881.0,2017.0,3926.0,8326.0,1778.0,8287.0,2952.0,2578.0,2862.0,4181.0,751.0,1447.0,1979.0,2462.0,3071.0,1721.0,3535.0,765.0,1952.0,1927.0,1521.0,2065.0,2322.0,1519.0,2209.0,2293.0,1925.0,10567.0,2890.0,2588.0,2462.0,2280.0,766.0,136.0,1632.0,2389.0,2470.0,2227.0,821.0,13906.0,1674.0,1880.0,1776.0,1949.0,563.0,2823.0,1955.0,1997.0,4332.0,1505.0,1804.0,1836.0,2442.0,1976.0,2007.0,8729.0,1849.0,4962.0,2941.0,1917.0,1433.0,4542.0,5407.0,2102.0,2207.0,2517.0
Female,2,391.0,992.0,818.0,292.0,276.0,1500.0,611.0,1963.0,471.0,51.0,191.0,554.0,78.0,808.0,411.0,191.0,551.0,544.0,648.0,144.0,338.0,204.0,807.0,53.0,161.0,144.0,564.0,195.0,646.0,3980.0,85.0,842.0,405.0,46.0,1066.0,1.0,538.0,143.0,114.0,418.0,51.0,3150.0,574.0,205.0,256.0,250.0,229.0,243.0,353.0,674.0,797.0,844.0,638.0,433.0,267.0,212.0,536.0,3169.0,398.0,497.0,723.0,395.0,660.0,953.0,693.0,272.0,498.0,117.0
Female,3,43.0,194.0,156.0,24.0,22.0,155.0,108.0,339.0,39.0,4.0,21.0,25.0,9.0,142.0,61.0,14.0,76.0,87.0,93.0,22.0,41.0,18.0,171.0,4.0,29.0,25.0,42.0,36.0,103.0,389.0,11.0,108.0,43.0,10.0,221.0,,83.0,21.0,7.0,64.0,10.0,295.0,64.0,27.0,47.0,28.0,47.0,16.0,48.0,87.0,113.0,136.0,110.0,53.0,28.0,18.0,88.0,428.0,66.0,43.0,56.0,33.0,178.0,183.0,93.0,44.0,66.0,12.0
Female,4,21.0,113.0,85.0,7.0,23.0,66.0,62.0,151.0,8.0,2.0,27.0,11.0,4.0,50.0,24.0,6.0,36.0,41.0,37.0,13.0,7.0,4.0,68.0,,3.0,7.0,28.0,13.0,40.0,211.0,6.0,41.0,17.0,3.0,128.0,1.0,25.0,14.0,4.0,25.0,3.0,87.0,37.0,10.0,28.0,12.0,22.0,10.0,18.0,59.0,45.0,77.0,50.0,17.0,8.0,12.0,45.0,274.0,22.0,29.0,9.0,10.0,85.0,88.0,47.0,12.0,21.0,1.0
Male,1,1752.0,1602.0,6294.0,2113.0,3888.0,6951.0,1708.0,8199.0,2790.0,2421.0,2592.0,3410.0,744.0,1162.0,1817.0,2458.0,3062.0,1556.0,3642.0,807.0,1831.0,1957.0,1374.0,2370.0,2044.0,1496.0,2006.0,2101.0,1482.0,10313.0,3174.0,2240.0,2309.0,2591.0,832.0,145.0,1467.0,2473.0,2561.0,1640.0,747.0,12428.0,1550.0,2028.0,1811.0,2085.0,545.0,2440.0,1679.0,1985.0,4289.0,1309.0,1768.0,1560.0,2399.0,2128.0,2233.0,8975.0,1849.0,5040.0,1908.0,1313.0,1233.0,4295.0,5451.0,2178.0,1802.0,2124.0
Male,2,362.0,847.0,732.0,234.0,290.0,1571.0,669.0,1615.0,434.0,96.0,249.0,733.0,86.0,711.0,519.0,151.0,470.0,582.0,586.0,105.0,274.0,172.0,765.0,76.0,183.0,180.0,622.0,274.0,497.0,4406.0,63.0,788.0,483.0,74.0,885.0,5.0,680.0,143.0,134.0,648.0,59.0,3233.0,613.0,210.0,226.0,199.0,252.0,384.0,408.0,667.0,926.0,890.0,624.0,574.0,309.0,243.0,732.0,2709.0,330.0,408.0,788.0,511.0,795.0,989.0,648.0,245.0,504.0,151.0
Male,3,55.0,178.0,131.0,22.0,27.0,212.0,163.0,299.0,42.0,7.0,49.0,56.0,12.0,151.0,106.0,11.0,78.0,134.0,73.0,12.0,46.0,12.0,242.0,6.0,19.0,30.0,76.0,45.0,105.0,591.0,11.0,146.0,54.0,8.0,206.0,1.0,116.0,11.0,15.0,97.0,11.0,345.0,113.0,30.0,35.0,26.0,67.0,45.0,70.0,99.0,181.0,170.0,128.0,92.0,48.0,27.0,120.0,443.0,68.0,51.0,111.0,80.0,246.0,198.0,117.0,46.0,97.0,20.0
Male,4,14.0,130.0,107.0,7.0,39.0,131.0,127.0,235.0,28.0,12.0,38.0,24.0,5.0,97.0,69.0,16.0,34.0,71.0,35.0,12.0,39.0,13.0,147.0,4.0,15.0,10.0,37.0,27.0,89.0,372.0,14.0,99.0,27.0,11.0,176.0,2.0,60.0,29.0,14.0,58.0,5.0,133.0,63.0,11.0,32.0,30.0,34.0,16.0,51.0,62.0,141.0,122.0,80.0,54.0,23.0,20.0,96.0,386.0,42.0,57.0,56.0,65.0,185.0,155.0,74.0,25.0,57.0,15.0
