ST04Q01,EC08Q02,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,156.0,280.0,797.0,294.0,225.0,174.0,89.0,59.0,510.0,3.0,146.0,252.0,374.0,82.0,1092.0,179.0,109.0
Female,Mostly <heritage language> ,176.0,338.0,693.0,196.0,173.0,169.0,56.0,108.0,367.0,1.0,141.0,226.0,976.0,226.0,287.0,322.0,114.0
Female,Mostly <test language>,298.0,453.0,2276.0,553.0,316.0,333.0,167.0,512.0,1382.0,98.0,143.0,490.0,936.0,178.0,896.0,526.0,157.0
Female,Not applicable,27.0,75.0,328.0,142.0,53.0,25.0,35.0,7.0,43.0,6.0,66.0,14.0,413.0,49.0,36.0,72.0,49.0
Male,About equally <heritage language> and <test language>,134.0,204.0,699.0,199.0,184.0,125.0,105.0,74.0,496.0,8.0,115.0,278.0,428.0,113.0,839.0,248.0,165.0
Male,Mostly <heritage language> ,339.0,349.0,892.0,185.0,121.0,330.0,62.0,117.0,675.0,7.0,179.0,292.0,1126.0,331.0,189.0,584.0,261.0
Male,Mostly <test language>,363.0,470.0,2801.0,591.0,317.0,387.0,212.0,549.0,1387.0,145.0,89.0,477.0,748.0,174.0,1213.0,585.0,187.0
Male,Not applicable,22.0,84.0,406.0,169.0,42.0,30.0,18.0,33.0,93.0,42.0,64.0,56.0,377.0,70.0,24.0,98.0,73.0
