ST04Q01,EC08Q04,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,108.0,180.0,523.0,161.0,173.0,103.0,53.0,68.0,463.0,2.0,109.0,232.0,156.0,59.0,260.0,129.0,77.0
Female,Mostly <heritage language> ,152.0,256.0,609.0,122.0,102.0,159.0,59.0,93.0,426.0,1.0,141.0,305.0,1260.0,261.0,50.0,337.0,127.0
Female,Mostly <test language>,350.0,662.0,2643.0,820.0,439.0,404.0,211.0,510.0,1338.0,99.0,215.0,387.0,1067.0,196.0,1940.0,557.0,195.0
Female,Not applicable,41.0,49.0,336.0,99.0,47.0,30.0,20.0,13.0,74.0,7.0,30.0,50.0,219.0,19.0,61.0,76.0,34.0
Male,About equally <heritage language> and <test language>,81.0,148.0,497.0,117.0,135.0,69.0,65.0,58.0,448.0,2.0,98.0,227.0,246.0,87.0,260.0,183.0,147.0
Male,Mostly <heritage language> ,319.0,287.0,867.0,157.0,71.0,342.0,59.0,108.0,708.0,6.0,174.0,346.0,1339.0,353.0,75.0,565.0,250.0
Male,Mostly <test language>,377.0,598.0,2968.0,701.0,384.0,418.0,242.0,562.0,1325.0,153.0,123.0,401.0,866.0,183.0,1803.0,619.0,218.0
Male,Not applicable,68.0,81.0,454.0,175.0,71.0,45.0,26.0,38.0,169.0,41.0,48.0,103.0,229.0,63.0,123.0,136.0,71.0
