ST04Q01,ST62Q10,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Canada,Chile,China-Shanghai,Chinese Taipei,Colombia,Connecticut (USA),Costa Rica,Croatia,Czech Republic,Denmark,Estonia,Finland,Florida (USA),France,Germany,Greece,Hong Kong-China,Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Korea,Latvia,Liechtenstein,Lithuania,Luxembourg,Macao-China,Malaysia,Massachusetts (USA),Mexico,Montenegro,Netherlands,New Zealand,Perm(Russian Federation),Peru,Poland,Portugal,Qatar,Romania,Russian Federation,Serbia,Singapore,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vietnam
Female,Heard of it a few times,106.0,277.0,860.0,38.0,162.0,1078.0,81.0,939.0,182.0,20.0,155.0,432.0,97.0,211.0,372.0,82.0,101.0,102.0,437.0,94.0,282.0,57.0,42.0,128.0,104.0,238.0,197.0,345.0,105.0,1052.0,341.0,66.0,207.0,61.0,23.0,1.0,34.0,209.0,122.0,434.0,102.0,2438.0,59.0,78.0,275.0,141.0,172.0,53.0,283.0,486.0,122.0,354.0,100.0,426.0,175.0,36.0,989.0,245.0,398.0,244.0,104.0,87.0,321.0,709.0,238.0,186.0,160.0
Female,Heard of it often,311.0,398.0,551.0,224.0,400.0,2179.0,220.0,1733.0,656.0,180.0,670.0,1035.0,134.0,322.0,159.0,234.0,414.0,261.0,273.0,185.0,325.0,135.0,230.0,334.0,375.0,196.0,922.0,224.0,196.0,1826.0,267.0,354.0,503.0,309.0,181.0,11.0,149.0,307.0,381.0,277.0,148.0,3219.0,261.0,293.0,170.0,125.0,587.0,265.0,489.0,451.0,369.0,377.0,211.0,307.0,96.0,258.0,1828.0,86.0,517.0,791.0,287.0,575.0,688.0,343.0,401.0,480.0,640.0
Female,Heard of it once or twice,63.0,270.0,1120.0,18.0,126.0,732.0,73.0,668.0,101.0,9.0,34.0,254.0,57.0,153.0,464.0,13.0,65.0,61.0,643.0,32.0,239.0,30.0,36.0,68.0,37.0,182.0,124.0,395.0,48.0,850.0,341.0,107.0,148.0,17.0,14.0,1.0,24.0,155.0,58.0,440.0,58.0,1924.0,44.0,44.0,329.0,86.0,142.0,21.0,198.0,582.0,113.0,314.0,21.0,342.0,386.0,17.0,577.0,475.0,309.0,208.0,56.0,42.0,292.0,972.0,167.0,119.0,100.0
Female,"Know it well,  understand the concept",876.0,791.0,268.0,1226.0,1849.0,1743.0,1209.0,2913.0,1268.0,1543.0,1217.0,1003.0,205.0,712.0,107.0,1414.0,1755.0,1080.0,203.0,253.0,359.0,1129.0,1369.0,773.0,1109.0,178.0,616.0,140.0,1277.0,5463.0,237.0,1684.0,962.0,1137.0,1201.0,77.0,1297.0,787.0,1086.0,82.0,247.0,2563.0,1118.0,892.0,54.0,135.0,895.0,1251.0,633.0,700.0,935.0,420.0,1174.0,173.0,112.0,1414.0,4127.0,26.0,1909.0,976.0,944.0,798.0,2141.0,137.0,689.0,862.0,743.0
Female,Never heard of it,42.0,197.0,1751.0,15.0,178.0,378.0,75.0,818.0,84.0,10.0,21.0,148.0,58.0,143.0,511.0,12.0,46.0,72.0,1296.0,43.0,288.0,21.0,32.0,99.0,25.0,335.0,18.0,575.0,104.0,797.0,838.0,100.0,128.0,11.0,15.0,1.0,17.0,248.0,91.0,539.0,29.0,1256.0,28.0,29.0,578.0,90.0,47.0,9.0,227.0,1076.0,116.0,276.0,4.0,574.0,664.0,19.0,677.0,686.0,465.0,247.0,62.0,33.0,271.0,1929.0,117.0,70.0,84.0
Male,Heard of it a few times,125.0,247.0,1033.0,58.0,232.0,1062.0,175.0,1030.0,221.0,56.0,194.0,466.0,92.0,182.0,368.0,106.0,146.0,151.0,589.0,101.0,264.0,66.0,110.0,190.0,153.0,209.0,297.0,345.0,114.0,1050.0,354.0,202.0,241.0,124.0,59.0,2.0,97.0,181.0,188.0,396.0,88.0,2348.0,110.0,88.0,291.0,119.0,202.0,106.0,325.0,530.0,202.0,368.0,131.0,389.0,278.0,149.0,1160.0,296.0,445.0,267.0,111.0,183.0,451.0,799.0,303.0,191.0,203.0
Male,Heard of it often,298.0,356.0,691.0,208.0,419.0,1693.0,282.0,1658.0,529.0,213.0,585.0,858.0,125.0,288.0,185.0,307.0,347.0,298.0,310.0,174.0,254.0,155.0,277.0,342.0,366.0,188.0,798.0,216.0,177.0,1956.0,306.0,350.0,483.0,365.0,231.0,14.0,202.0,284.0,342.0,239.0,124.0,2939.0,287.0,280.0,186.0,103.0,575.0,253.0,502.0,428.0,409.0,348.0,240.0,306.0,143.0,395.0,1795.0,141.0,533.0,516.0,198.0,568.0,719.0,436.0,408.0,358.0,516.0
Male,Heard of it once or twice,67.0,243.0,1072.0,25.0,132.0,797.0,147.0,734.0,130.0,21.0,77.0,269.0,61.0,103.0,411.0,30.0,59.0,81.0,626.0,74.0,227.0,35.0,80.0,93.0,73.0,153.0,182.0,396.0,65.0,821.0,340.0,235.0,192.0,53.0,57.0,,67.0,141.0,95.0,395.0,61.0,1785.0,111.0,58.0,349.0,100.0,175.0,55.0,199.0,552.0,174.0,284.0,50.0,359.0,384.0,58.0,650.0,419.0,344.0,295.0,89.0,110.0,435.0,972.0,163.0,125.0,121.0
Male,"Know it well,  understand the concept",841.0,614.0,354.0,1194.0,1745.0,1501.0,907.0,2529.0,1183.0,1363.0,1011.0,828.0,212.0,573.0,134.0,1240.0,1706.0,919.0,260.0,226.0,328.0,1044.0,1067.0,886.0,845.0,217.0,448.0,137.0,948.0,5560.0,293.0,993.0,763.0,1233.0,1012.0,89.0,1042.0,844.0,1018.0,95.0,215.0,2062.0,890.0,954.0,84.0,143.0,787.0,981.0,580.0,699.0,773.0,373.0,1015.0,188.0,122.0,1327.0,3710.0,70.0,1923.0,534.0,714.0,681.0,1482.0,240.0,569.0,704.0,619.0
Male,Never heard of it,47.0,211.0,1552.0,38.0,204.0,400.0,150.0,849.0,62.0,17.0,38.0,142.0,45.0,138.0,568.0,20.0,73.0,100.0,1067.0,26.0,320.0,35.0,77.0,133.0,44.0,300.0,35.0,512.0,86.0,783.0,834.0,268.0,163.0,15.0,31.0,,69.0,239.0,129.0,472.0,36.0,1343.0,57.0,31.0,454.0,111.0,40.0,34.0,203.0,919.0,95.0,284.0,43.0,598.0,645.0,78.0,861.0,564.0,461.0,277.0,83.0,65.0,446.0,1655.0,129.0,101.0,75.0
