ST04Q01,EC07Q01,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,123.0,186.0,737.0,276.0,125.0,151.0,73.0,47.0,403.0,5.0,54.0,78.0,111.0,33.0,703.0,139.0,70.0
Female,Mostly <heritage language> ,413.0,612.0,1398.0,602.0,544.0,362.0,108.0,168.0,1027.0,2.0,269.0,1018.0,1543.0,330.0,1054.0,586.0,255.0
Female,Mostly <test language>,122.0,336.0,1785.0,312.0,98.0,183.0,171.0,449.0,836.0,94.0,132.0,65.0,856.0,165.0,520.0,370.0,103.0
Female,Not applicable,16.0,22.0,183.0,45.0,14.0,15.0,8.0,20.0,49.0,5.0,30.0,15.0,190.0,7.0,31.0,22.0,4.0
Male,About equally <heritage language> and <test language>,90.0,149.0,624.0,179.0,87.0,112.0,55.0,51.0,356.0,4.0,48.0,80.0,125.0,37.0,556.0,140.0,85.0
Male,Mostly <heritage language> ,631.0,649.0,1857.0,681.0,483.0,544.0,139.0,194.0,1409.0,15.0,308.0,1087.0,1726.0,471.0,1186.0,942.0,480.0
Male,Mostly <test language>,135.0,282.0,2068.0,264.0,83.0,210.0,212.0,500.0,807.0,153.0,66.0,42.0,702.0,164.0,480.0,400.0,102.0
Male,Not applicable,23.0,23.0,250.0,67.0,13.0,20.0,9.0,31.0,104.0,38.0,26.0,43.0,119.0,13.0,41.0,41.0,23.0
