ST04Q01,EC07Q03,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,145.0,192.0,558.0,181.0,211.0,119.0,44.0,61.0,338.0,,58.0,101.0,109.0,37.0,779.0,154.0,78.0
Female,Mostly <heritage language> ,217.0,357.0,778.0,192.0,241.0,200.0,71.0,117.0,652.0,2.0,231.0,594.0,1253.0,311.0,475.0,459.0,190.0
Female,Mostly <test language>,238.0,530.0,2270.0,772.0,247.0,318.0,191.0,458.0,995.0,93.0,132.0,84.0,776.0,175.0,830.0,395.0,126.0
Female,Not applicable,59.0,65.0,447.0,81.0,55.0,56.0,51.0,35.0,249.0,9.0,34.0,89.0,382.0,7.0,210.0,61.0,30.0
Male,About equally <heritage language> and <test language>,112.0,147.0,525.0,186.0,158.0,90.0,46.0,48.0,371.0,1.0,40.0,143.0,127.0,49.0,622.0,159.0,92.0
Male,Mostly <heritage language> ,430.0,426.0,1194.0,287.0,238.0,374.0,95.0,142.0,1018.0,13.0,255.0,660.0,1425.0,432.0,641.0,807.0,398.0
Male,Mostly <test language>,242.0,442.0,2474.0,589.0,185.0,331.0,208.0,513.0,905.0,146.0,78.0,68.0,615.0,175.0,770.0,435.0,122.0
Male,Not applicable,66.0,80.0,530.0,104.0,48.0,63.0,61.0,53.0,299.0,43.0,32.0,102.0,313.0,27.0,210.0,85.0,57.0
