ST04Q01,EC07Q05,Austria,Belgium,Canada,Denmark,Finland,Germany,Hong Kong-China,Ireland,Italy,Korea,Latvia,Luxembourg,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,About equally <heritage language> and <test language>,40.0,90.0,353.0,68.0,53.0,36.0,33.0,36.0,152.0,,36.0,105.0,87.0,30.0,781.0,125.0,50.0
Female,Mostly <heritage language> ,182.0,232.0,536.0,136.0,73.0,173.0,74.0,68.0,498.0,1.0,175.0,414.0,1370.0,285.0,156.0,447.0,140.0
Female,Mostly <test language>,412.0,784.0,2922.0,930.0,611.0,461.0,244.0,564.0,1617.0,99.0,270.0,150.0,999.0,216.0,1357.0,496.0,234.0
Female,Not applicable,36.0,45.0,296.0,100.0,25.0,32.0,4.0,18.0,55.0,5.0,8.0,55.0,194.0,3.0,9.0,30.0,7.0
Male,About equally <heritage language> and <test language>,43.0,88.0,399.0,59.0,61.0,47.0,34.0,42.0,285.0,,61.0,143.0,134.0,53.0,756.0,180.0,118.0
Male,Mostly <heritage language> ,371.0,302.0,867.0,210.0,52.0,358.0,94.0,103.0,836.0,14.0,212.0,467.0,1525.0,417.0,216.0,757.0,319.0
Male,Mostly <test language>,418.0,671.0,3161.0,795.0,516.0,431.0,263.0,600.0,1405.0,152.0,154.0,148.0,818.0,194.0,1256.0,514.0,216.0
Male,Not applicable,35.0,49.0,361.0,112.0,20.0,38.0,4.0,23.0,141.0,39.0,14.0,94.0,139.0,19.0,24.0,64.0,30.0
