ST04Q01,EC04Q03B,Australia,Austria,Belgium,Canada,China-Shanghai,Croatia,Denmark,Finland,Hong Kong-China,Hungary,Ireland,Italy,Korea,Latvia,Luxembourg,Macao-China,New Zealand,Portugal,Serbia,Singapore,Slovak Republic,Slovenia
Female,1,2932.0,497.0,1373.0,4513.0,452.0,697.0,725.0,672.0,535.0,775.0,415.0,3787.0,541.0,413.0,831.0,723.0,796.0,831.0,674.0,497.0,649.0,635.0
Female,2,3924.0,1833.0,2809.0,6284.0,2184.0,1780.0,2998.0,3664.0,1557.0,1735.0,2124.0,11414.0,1800.0,1769.0,1740.0,1872.0,1319.0,1943.0,1640.0,2249.0,1550.0,2037.0
Male,1,2914.0,632.0,1230.0,4393.0,500.0,961.0,875.0,890.0,648.0,883.0,454.0,4508.0,761.0,607.0,902.0,907.0,764.0,957.0,877.0,667.0,796.0,1143.0
Male,2,4228.0,1727.0,2897.0,6028.0,2038.0,1555.0,2730.0,3465.0,1731.0,1377.0,1996.0,11249.0,1928.0,1496.0,1767.0,1817.0,1359.0,1812.0,1377.0,2115.0,1604.0,2033.0
